Drama423,DRAM423,Drama 419.
Drama440,DRAM440, Drama 340 or 346; and 348.
Drama455,DRAM455,Drama 355.
Drama460,DRAM460, Drama 360.
Drama471,DRAM471," Drama 371 and consent of the Division Chair, Drama."
Drama481,DRAM481,Drama 313.
Drama483,DRAM483,Drama 346.
Drama491,DRAM491," Drama 393 and consent of the Division Chair, Drama."
Drama493,DRAM493," Drama 491 and consent of the Division Chair, Drama."
Drama500,DRAM500," Drama 400 and consent of the Division Chair, Drama."
Drama511,DRAM511,"Drama 410 or 411 and 413 and consent of the Division Chair, Drama. "
Drama513,DRAM513,"Drama 511 or 419 or both 346 and 573, successful application and consent of the Division Chair, Drama."
Drama517,DRAM517," Consent of the Division Chair, Drama."
Drama540,DRAM540, Drama 440.
Drama560,DRAM560, Drama 460.
Drama564,DRAM564,Drama 360 or 362 or both 365 and 367; and admission to the Drama or Drama Education program.  
Drama571,DRAM571,"Consent of the Division Chair, Drama. "
Drama572,DRAM572," Consent of the Division Chair, Drama."
Drama573,DRAM573,"Consent of the Division Chair, Drama."
Drama605,DRAM605,
Drama607,DRAM607,
Drama610,DRAM610,
Drama623,DRAM623,
Drama625,DRAM625,
Drama627,DRAM627,
Drama629,DRAM629,
Drama647,DRAM647,
Drama649,DRAM649,
Drama651,DRAM651,
Drama660,DRAM660,
Drama671,DRAM671,
Drama673,DRAM673,
course_name,course_code,prerequisites
Earth Science401,EASC401,Consent of the Department.   
Earth Science501,EASC501,Consent of the Department.   
course_name,course_code,prerequisites
East Asian Language Studies501,EALS501,"Admission to the BA in East Asian Language Studies and consent of the School of Languages, Linguistics, Literatures and Cultures."
course_name,course_code,prerequisites
East Asian Studies201,EAST201,
East Asian Studies531,EAST531,East Asian Studies 201 and one of Chinese 317 or Japanese 317.
course_name,course_code,prerequisites
Ecology413,ECOL413, Biology 313 and 315.
Ecology417,ECOL417, Biology 313 and one of Biology 315 or Environmental Science 401.
Ecology419,ECOL419, Biology 313 and one of Biology 315 or Environmental Science 401.
Ecology425,ECOL425, Biology 313 and 315.
Ecology429,ECOL429, Biology 313 and 315.
Ecology439,ECOL439, Ecology 425.
Ecology501,ECOL501,"Ecology 425, 429 and one of 417 or 419; and 75 units."
Ecology507,ECOL507,54 units and consent of the Department.
Ecology527,ECOL527, Biology 313 and one of Ecology 417 or Zoology 403 or 477.02.
Ecology528,ECOL528,72 units and consent of the Department.
Ecology529,ECOL529,Biology 311 and 313.
Ecology530,ECOL530,72 units and consent of the Department.
Ecology603,ECOL603,
course_name,course_code,prerequisites
Economics201,ECON201,
Economics203,ECON203,
Economics209,ECON209," Registration in the Faculty of Engineering with second-year standing or higher. If not registered in the Schulich School of Engineering, consent of the Department of Economics. If required for APEGA, consent of the Schulich Undergraduate Studies Office."
Economics301,ECON301,Mathematics 30-1 or equivalent; Economics 201 and 203.
Economics303,ECON303,Mathematics 30-1 or equivalent; Economics 201 and 203.
Economics311,ECON311, Economics 201 and 203.
Economics321,ECON321,Economics 201 and 203.
Economics323,ECON323,Economics 201 and 203.
Economics325,ECON325,Economics 201 and 203.
Economics327,ECON327,Economics 201 and 203.
Economics329,ECON329,Economics 201 and 203.
Economics337,ECON337,Economics 201 and 203.
Economics339,ECON339,Economics 201 and 203.
Economics341,ECON341,Economics 201 and 203.
Economics345,ECON345,Economics 201.
Economics349,ECON349,Economics 201 and 203.
Economics353,ECON353,Economics 201 and 203.
Economics355,ECON355,Economics 201 and 203.
Economics357,ECON357,"Economics 301 and one of Mathematics 249, 251, 265 or 281."
Economics359,ECON359,"Economics 303 and one of Mathematics 249, 251, 265 or 281."
Economics365,ECON365,Economics 201 and 203.
Economics371,ECON371,Economics 201 and 203.
Economics373,ECON373,Economics 201 and 203.
Economics377,ECON377,Economics 201 and 203.
Economics379,ECON379,Economics 201 and 203.
Economics387,ECON387,"Economics 201 and 203; Mathematics 211; and one of Mathematics 249, 251, 253, 265 or 281."
Economics389,ECON389,Economics 387.
Economics395,ECON395,"Economics 201 and 203 and Statistics 205, 211 or 213."
Economics399,ECON399,Economics 201 and 203.
Economics401,ECON401,Economics 303 and 357.
Economics403,ECON403,Economics 303 and 357.
Economics405,ECON405,Economics 303 and 357.
Economics423,ECON423, Economics 359.
Economics425,ECON425,Economics 357.
Economics427,ECON427,Economics 357 and 395.
Economics431,ECON431,Economics 301 and 303.
Economics453,ECON453,Economics 357.
Economics465,ECON465,Economics 301 and 303.
Economics471,ECON471,Economics 357.
Economics473,ECON473,Economics 301.
Economics475,ECON475,Economics 357.
Economics477,ECON477,Economics 471.
Economics479,ECON479, Economics 357 and 395.
Economics481,ECON481,Economics 357.
Economics483,ECON483,Economics 301 and 303.
Economics485,ECON485,Economics 357 and 395.
Economics487,ECON487,Economics 357 and 395.
Economics489,ECON489,Economics 357 and 395.
Economics491,ECON491,Economics 357 and 395.
Economics493,ECON493,"Economics 357, 395 and 427."
Economics495,ECON495,Economics 301 and 303 and 395; and Mathematics 249 or 251 or 265 or 281.
Economics497,ECON497,"Economics 357, 359, 495 and Mathematics 211."
Economics499,ECON499,"One of Economics 301, 303, 357 or 359."
Economics527,ECON527,Economics 301 and 303.
Economics537,ECON537,Economics 359.
Economics541,ECON541,Economics 303 and 341.
Economics557,ECON557,Economics 357 and 389.
Economics559,ECON559,Economics 359 and 389 and 395.
Economics571,ECON571, Economics 471.
Economics599,ECON599,Economics 357 and 359.
Economics605,ECON605,
Economics609,ECON609,
Economics611,ECON611,
Economics615,ECON615,Admission to the Master of Arts Economics program or permission of the Department.
Economics619,ECON619,
Economics621,ECON621,
Economics627,ECON627,
Economics633,ECON633,
Economics635,ECON635,
Economics641,ECON641,
Economics649,ECON649,
Economics651,ECON651,
Economics653,ECON653,
Economics655,ECON655,
Economics657,ECON657,Admission to the Master of Arts Economics program.
Economics659,ECON659,"Admission to the Master of Arts Economics program.
   "
Economics661,ECON661,
Economics667,ECON667,
Economics669,ECON669,
Economics675,ECON675,
Economics677,ECON677,
Economics679,ECON679,
Economics691,ECON691,
Economics693,ECON693,
Economics695,ECON695,"Admission into the Master of Arts Economics (course-based) program.
    "
Economics697,ECON697,"Admission into the Master of Arts Economics (course-based) program.
    "
Economics705,ECON705,Admission to the PhD program in Economics.
Economics707,ECON707,
Economics709,ECON709,
Economics711,ECON711,
Economics715,ECON715,Economics 705.
Economics717,ECON717,Economics 705. 
Economics723,ECON723,
Economics725,ECON725,
Economics757,ECON757,Economics 707. 
Economics759,ECON759,Economics 709. 
Economics791,ECON791,Admission to the PhD program in Economics.
Economics793,ECON793,Economics 791 and admission to the PhD program in Economics.
course_name,course_code,prerequisites
Education101,EDUC101,Admission to Bridging to Community-Based BEd stream in the Bachelor of Education (Community-based) program. 
Education201,EDUC201,Admission to the Bachelor of Education program or consent of the program.
Education205,EDUC205,"Admission to Bridging to Community-Based BEd stream in the Bachelor of Education (Community-Based) program, or consent of the program."
Education207,EDUC207,"Admission to Bridging to Community-Based BEd stream in the Bachelor of Education (Community-Based) program, or consent of the program."
Education209,EDUC209,"Admission to Bridging to Community-Based BEd stream in the Bachelor of Education (Community-Based) program, or consent of the program."
Education211,EDUC211,"Admission to Bridging to Community-Based BEd stream in the Bachelor of Education (Community-Based) program, or consent of the program."
Education213,EDUC213,"Admission to Bridging to Community-Based BEd stream in the Bachelor of Education (Community-Based) program, or consent of the program."
Education215,EDUC215,"Admission to Bridging to Community-Based BEd stream in the Bachelor of Education (Community-Based) program, or consent of the program."
Education305,EDUC305,"18 units at the 200 level, including Mathematics 211 or 213; and 271 or 273."
Education307,EDUC307,18 units at the 200 level.
Education309,EDUC309,18 units at the 200 level.
Education311,EDUC311,18 units at the 200 level.
Education420,EDUC420,Admission to the Bachelor of Education program.
Education427,EDUC427,Admission to the corresponding route in the Bachelor of Education program.
Education430,EDUC430,Admission to the Bachelor of Education program.
Education435,EDUC435,Admission to the Bachelor of Education program.
Education440,EDUC440,
Education445,EDUC445,Education 440 and admission to the Bachelor of Education program.
Education450,EDUC450,Education 440 and admission to the Bachelor of Education program.
Education456,EDUC456,Education 440 and admission to the Bachelor of Education program.
Education460,EDUC460,Education 440 and admission to the corresponding teachable subject area in the Bachelor of Education program.
Education465,EDUC465,Education 440 and admission to the Bachelor of Education program. 
Education520,EDUC520,Education 465.
Education525,EDUC525,Education 465.
Education530,EDUC530,Education 465.
Education535,EDUC535,Education 465 and admission to the corresponding teachable subject area in the Bachelor of Education program.
Education540,EDUC540,Education 465.
Education546,EDUC546,Education 540 and admission to the corresponding route in the Bachelor of Education program. 
Education551,EDUC551,Education 540 and admission to the corresponding route in the Bachelor of Education program. 
Education556,EDUC556,Education 540 and admission to the corresponding route in the Bachelor of Education program.
Education560,EDUC560,Education 540.
Education570,EDUC570,Consent of the Department.
course_name,course_code,prerequisites
Education Bridge to Teaching601,EDBT601,Admission to the Bridge to Teaching program or consent of Graduate Programs in Education.
Education Bridge to Teaching602,EDBT602,Admission to the Bridge to Teaching program or consent of Graduate Programs in Education.
